dnt,Temp,Pressure,Humidnity,IAQ
09-Oct-2023 10:02:52,38.11,100544,57.07,92.9
09-Oct-2023 10:02:55,38.08,100546,57.15,92.87
09-Oct-2023 10:02:58,38.04,100546,57.21,92.84
09-Oct-2023 10:03:02,38.05,100546,57.23,92.82
09-Oct-2023 10:03:05,38.08,100546,57.26,92.81
09-Oct-2023 10:03:12,38.33,100545,57,92.81
09-Oct-2023 10:03:16,38.15,100546,57.04,92.92
09-Oct-2023 10:03:19,38.06,100547,57.14,92.88
09-Oct-2023 10:03:22,37.99,100547,57.27,92.84
09-Oct-2023 10:03:26,38.02,100545,57.34,92.79
09-Oct-2023 10:03:29,38.06,100546,57.34,92.78
09-Oct-2023 10:03:33,38.11,100546,57.28,92.79
09-Oct-2023 10:03:36,38.1,100545,57.21,92.82
09-Oct-2023 10:03:39,38.08,100546,57.21,92.83
09-Oct-2023 10:03:43,38.05,100547,57.21,92.84
09-Oct-2023 10:03:50,38.06,100548,57.28,92.82
09-Oct-2023 10:03:53,37.86,100545,57.51,92.75
09-Oct-2023 10:03:57,37.82,100545,57.67,92.67
09-Oct-2023 10:04:00,37.84,100546,57.72,92.63
09-Oct-2023 10:04:04,37.86,100546,57.71,92.62
09-Oct-2023 10:04:07,37.84,100545,57.73,92.63
09-Oct-2023 10:04:10,37.82,100546,57.74,92.63
09-Oct-2023 10:04:14,37.85,100546,57.74,92.62
09-Oct-2023 10:04:17,37.88,100546,57.69,92.62
09-Oct-2023 10:04:21,37.89,100547,57.67,92.64
09-Oct-2023 10:04:28,38.11,100549,57.43,92.65
09-Oct-2023 10:04:31,37.88,100546,57.54,92.73
09-Oct-2023 10:04:34,37.85,100546,57.59,92.68
09-Oct-2023 10:04:38,37.77,100546,57.72,92.64
09-Oct-2023 10:04:41,37.73,100546,57.85,92.6
09-Oct-2023 10:04:45,37.71,100545,57.91,92.55
09-Oct-2023 10:04:48,37.74,100546,57.9,92.54
09-Oct-2023 10:04:51,37.73,100545,57.9,92.55
09-Oct-2023 10:04:55,37.69,100545,57.92,92.54
09-Oct-2023 10:04:58,37.67,100546,57.97,92.52
09-Oct-2023 10:05:05,38.06,100548,57.64,92.51
09-Oct-2023 10:05:09,37.9,100546,57.63,92.67
09-Oct-2023 10:05:12,37.87,100546,57.63,92.65
09-Oct-2023 10:05:16,37.87,100547,57.62,92.66
09-Oct-2023 10:05:19,37.86,100546,57.61,92.66
09-Oct-2023 10:05:22,37.82,100546,57.64,92.66
09-Oct-2023 10:05:26,37.83,100544,57.66,92.65
09-Oct-2023 10:05:29,37.83,100546,57.66,92.64
09-Oct-2023 10:05:33,37.83,100547,57.68,92.64
09-Oct-2023 10:05:36,37.86,100546,57.66,92.64
09-Oct-2023 10:05:43,38.23,100547,57.29,92.65
09-Oct-2023 10:05:46,38.02,100547,57.3,92.8
09-Oct-2023 10:05:50,38.01,100547,57.35,92.78
09-Oct-2023 10:05:53,38.01,100547,57.31,92.78
09-Oct-2023 10:05:57,37.99,100547,57.3,92.78
09-Oct-2023 10:06:00,37.97,100546,57.33,92.78
09-Oct-2023 10:06:03,37.96,100547,57.35,92.77
09-Oct-2023 10:06:07,37.93,100547,57.35,92.77
09-Oct-2023 10:06:10,37.85,100547,57.44,92.76
09-Oct-2023 10:06:14,37.85,100547,57.55,92.71
09-Oct-2023 10:06:21,38.2,100549,57.21,92.69
09-Oct-2023 10:06:24,37.96,100546,57.27,92.83
09-Oct-2023 10:06:28,37.92,100547,57.35,92.78
09-Oct-2023 10:06:31,37.78,100546,57.5,92.74
09-Oct-2023 10:06:34,37.78,100547,57.59,92.69
09-Oct-2023 10:06:38,37.78,100546,57.62,92.66
09-Oct-2023 10:06:41,37.76,100547,57.67,92.65
09-Oct-2023 10:06:45,37.78,100546,57.69,92.63
09-Oct-2023 10:06:48,37.79,100546,57.7,92.62
09-Oct-2023 10:06:51,37.8,100544,57.69,92.62
09-Oct-2023 10:06:58,38.14,100548,57.35,92.63
09-Oct-2023 10:07:02,37.97,100547,57.33,92.78
09-Oct-2023 10:07:05,37.91,100546,57.39,92.77
09-Oct-2023 10:07:09,37.86,100546,57.44,92.74
09-Oct-2023 10:07:12,37.81,100546,57.53,92.72
09-Oct-2023 10:07:15,37.71,100544,57.64,92.68
09-Oct-2023 10:07:19,37.72,100545,57.74,92.62
09-Oct-2023 10:07:22,37.73,100546,57.77,92.6
09-Oct-2023 10:07:26,37.78,100545,57.74,92.6
09-Oct-2023 10:07:29,37.82,100546,57.7,92.62
09-Oct-2023 10:07:36,38.13,100548,57.34,92.65
09-Oct-2023 10:07:39,37.96,100545,57.33,92.79
09-Oct-2023 10:07:43,37.92,100546,57.37,92.77
09-Oct-2023 10:07:46,37.84,100546,57.46,92.75
09-Oct-2023 10:07:50,37.87,100545,57.48,92.71
09-Oct-2023 10:07:53,37.86,100545,57.48,92.72
09-Oct-2023 10:07:57,37.87,100545,57.48,92.71
09-Oct-2023 10:08:00,37.92,100547,57.45,92.72
09-Oct-2023 10:08:03,37.89,100545,57.45,92.73
09-Oct-2023 10:08:07,37.91,100548,57.43,92.73
09-Oct-2023 10:08:14,38.29,100546,57.01,92.75
09-Oct-2023 10:08:17,38.11,100546,57,92.93
09-Oct-2023 10:08:21,38.07,100545,57.02,92.91
09-Oct-2023 10:08:24,38.02,100545,57.03,92.91
09-Oct-2023 10:08:27,37.86,100545,57.19,92.87
09-Oct-2023 10:08:31,37.84,100544,57.34,92.79
09-Oct-2023 10:08:34,37.82,100544,57.4,92.76
09-Oct-2023 10:08:38,37.81,100544,57.47,92.72
09-Oct-2023 10:08:41,37.83,100544,57.51,92.71
09-Oct-2023 10:08:44,37.87,100545,57.43,92.72
09-Oct-2023 10:08:51,38.15,100546,57.13,92.74
09-Oct-2023 10:08:55,37.97,100545,57.15,92.86
09-Oct-2023 10:08:58,37.83,100545,57.31,92.83
09-Oct-2023 10:09:02,37.84,100545,57.39,92.76
09-Oct-2023 10:09:05,37.85,100544,57.43,92.75
09-Oct-2023 10:09:08,37.87,100544,57.41,92.74
09-Oct-2023 10:09:12,37.81,100543,57.41,92.76
09-Oct-2023 10:09:15,37.78,100543,57.48,92.73
09-Oct-2023 10:09:19,37.79,100542,57.51,92.7
09-Oct-2023 10:09:22,37.82,100543,57.5,92.71
09-Oct-2023 10:09:29,38.19,100545,57.18,92.72
09-Oct-2023 10:09:33,38.02,100543,57.14,92.87
09-Oct-2023 10:09:36,38.02,100544,57.14,92.86
09-Oct-2023 10:09:39,38.01,100544,57.11,92.87
09-Oct-2023 10:09:43,38.03,100544,57.07,92.88
09-Oct-2023 10:09:46,38.04,100544,57.05,92.89
09-Oct-2023 10:09:50,38.03,100543,57.04,92.9
09-Oct-2023 10:09:53,38.01,100543,57.02,92.91
09-Oct-2023 10:09:56,37.97,100544,57.09,92.89
09-Oct-2023 10:10:00,37.95,100543,57.14,92.86
09-Oct-2023 10:10:07,38.17,100544,56.93,92.86
09-Oct-2023 10:10:10,37.92,100542,57.07,92.93
09-Oct-2023 10:10:14,37.88,100542,57.2,92.86
09-Oct-2023 10:10:17,37.84,100542,57.29,92.81
09-Oct-2023 10:10:20,37.83,100541,57.35,92.78
09-Oct-2023 10:10:24,37.78,100541,57.43,92.75
09-Oct-2023 10:10:27,37.76,100542,57.52,92.72
09-Oct-2023 10:10:31,37.82,100541,57.51,92.7
09-Oct-2023 10:10:34,37.8,100542,57.52,92.71
09-Oct-2023 10:10:37,37.86,100542,57.48,92.71
09-Oct-2023 10:10:45,38.2,100543,57.09,92.73
09-Oct-2023 10:10:48,38.02,100541,57.09,92.88
09-Oct-2023 10:10:51,37.93,100541,57.16,92.86
09-Oct-2023 10:10:55,37.95,100542,57.17,92.84
09-Oct-2023 10:10:58,37.95,100540,57.19,92.83
09-Oct-2023 10:11:02,37.93,100542,57.21,92.84
09-Oct-2023 10:11:05,37.95,100540,57.24,92.82
09-Oct-2023 10:11:08,38.01,100540,57.18,92.83
09-Oct-2023 10:11:12,38.01,100539,57.13,92.86
09-Oct-2023 10:11:15,37.97,100541,57.1,92.87
09-Oct-2023 10:11:22,38.06,100542,57.15,92.84
09-Oct-2023 10:11:26,37.87,100539,57.26,92.83
09-Oct-2023 10:11:29,37.84,100538,57.38,92.78
09-Oct-2023 10:11:32,37.83,100539,57.42,92.74
09-Oct-2023 10:11:36,37.79,100539,57.49,92.72
09-Oct-2023 10:11:39,37.75,100539,57.55,92.71
09-Oct-2023 10:11:43,37.71,100540,57.65,92.67
09-Oct-2023 10:11:46,37.74,100540,57.7,92.63
09-Oct-2023 10:11:49,37.79,100539,57.65,92.64
09-Oct-2023 10:11:53,37.73,100539,57.66,92.66
09-Oct-2023 10:12:00,38.02,100543,57.41,92.63
09-Oct-2023 10:12:03,37.85,100539,57.42,92.76
09-Oct-2023 10:12:07,37.82,100540,57.51,92.72
09-Oct-2023 10:12:10,37.8,100539,57.55,92.7
09-Oct-2023 10:12:14,37.81,100540,57.53,92.69
09-Oct-2023 10:12:17,37.83,100541,57.53,92.69
09-Oct-2023 10:12:20,37.86,100541,57.52,92.7
09-Oct-2023 10:12:24,37.86,100541,57.52,92.71
09-Oct-2023 10:12:27,37.88,100541,57.5,92.7
09-Oct-2023 10:12:31,37.84,100540,57.53,92.71
09-Oct-2023 10:12:38,38.16,100543,57.24,92.69
09-Oct-2023 10:12:41,37.97,100542,57.22,92.83
09-Oct-2023 10:12:44,37.85,100541,57.35,92.8
09-Oct-2023 10:12:48,37.84,100540,57.47,92.74
09-Oct-2023 10:12:51,37.88,100542,57.5,92.71
09-Oct-2023 10:12:55,37.82,100541,57.53,92.71
09-Oct-2023 10:12:58,37.78,100542,57.62,92.67
09-Oct-2023 10:13:01,37.78,100543,57.67,92.64
09-Oct-2023 10:13:05,37.75,100542,57.75,92.62
09-Oct-2023 10:13:08,37.79,100542,57.75,92.6
09-Oct-2023 10:13:15,38.1,100543,57.5,92.59
09-Oct-2023 10:13:19,37.93,100543,57.49,92.72
09-Oct-2023 10:13:22,37.92,100543,57.55,92.69
09-Oct-2023 10:13:26,37.91,100543,57.54,92.69
09-Oct-2023 10:13:29,37.92,100542,57.54,92.69
09-Oct-2023 10:13:32,37.92,100541,57.52,92.7
09-Oct-2023 10:13:36,37.97,100543,57.51,92.7
09-Oct-2023 10:13:39,38.01,100544,57.45,92.72
09-Oct-2023 10:13:43,38.06,100543,57.36,92.75
09-Oct-2023 10:13:46,38.05,100544,57.27,92.79
09-Oct-2023 10:13:53,38.36,100542,56.94,92.81
09-Oct-2023 10:13:56,38.13,100543,56.97,92.95
09-Oct-2023 10:14:00,38.08,100543,57.08,92.91
09-Oct-2023 10:14:03,38.05,100544,57.13,92.88
09-Oct-2023 10:14:07,38.07,100544,57.16,92.86
09-Oct-2023 10:14:10,38.05,100543,57.15,92.86
09-Oct-2023 10:14:13,38.06,100543,57.16,92.85
09-Oct-2023 10:14:17,38.05,100544,57.16,92.86
09-Oct-2023 10:14:20,38.08,100544,57.15,92.85
09-Oct-2023 10:14:24,38.11,100544,57.12,92.85
09-Oct-2023 10:14:31,38.41,100543,56.79,92.88
09-Oct-2023 10:14:34,38.2,100545,56.84,93.01
09-Oct-2023 10:14:38,38.13,100545,56.94,92.97
09-Oct-2023 10:14:41,38.12,100544,57.01,92.92
09-Oct-2023 10:14:44,38.11,100545,57.05,92.91
09-Oct-2023 10:14:48,38.09,100545,57.07,92.89
09-Oct-2023 10:14:51,38.01,100544,57.16,92.87
09-Oct-2023 10:14:55,37.96,100545,57.21,92.85
09-Oct-2023 10:14:58,37.88,100544,57.37,92.79
09-Oct-2023 10:15:01,37.9,100544,57.44,92.74
09-Oct-2023 10:15:08,38.21,100546,57.14,92.74
09-Oct-2023 10:15:12,38.01,100546,57.1,92.88
09-Oct-2023 10:15:15,38,100546,57.15,92.87
09-Oct-2023 10:15:19,37.97,100545,57.18,92.85
09-Oct-2023 10:15:22,37.96,100547,57.16,92.85
09-Oct-2023 10:15:25,37.85,100545,57.28,92.83
09-Oct-2023 10:15:29,37.86,100545,57.38,92.77
09-Oct-2023 10:15:32,37.88,100545,57.41,92.75
09-Oct-2023 10:15:36,37.81,100545,57.47,92.74
09-Oct-2023 10:15:39,37.79,100545,57.5,92.71
09-Oct-2023 10:15:46,38.04,100548,57.35,92.7
09-Oct-2023 10:15:50,37.81,100547,57.44,92.76
09-Oct-2023 10:15:53,37.75,100546,57.58,92.7
09-Oct-2023 10:15:56,37.77,100545,57.61,92.66
09-Oct-2023 10:16:00,37.73,100544,57.63,92.65
09-Oct-2023 10:16:03,37.76,100546,57.62,92.65
09-Oct-2023 10:16:07,37.81,100546,57.56,92.68
09-Oct-2023 10:16:10,37.79,100546,57.5,92.7
09-Oct-2023 10:16:13,37.68,100546,57.54,92.71
09-Oct-2023 10:16:17,37.64,100546,57.64,92.67
09-Oct-2023 10:16:24,37.91,100546,57.47,92.65
09-Oct-2023 10:16:27,37.71,100546,57.54,92.71
09-Oct-2023 10:16:31,37.67,100546,57.59,92.69
09-Oct-2023 10:16:34,37.7,100548,57.55,92.69
09-Oct-2023 10:16:37,37.72,100546,57.5,92.7
09-Oct-2023 10:16:41,37.69,100547,57.53,92.71
09-Oct-2023 10:16:44,37.73,100546,57.53,92.7
09-Oct-2023 10:16:48,37.71,100547,57.48,92.7
09-Oct-2023 10:16:51,37.73,100547,57.35,92.75
09-Oct-2023 10:16:54,37.75,100547,57.11,92.82
09-Oct-2023 10:17:02,38.14,100549,56.69,92.89
09-Oct-2023 10:17:05,37.97,100547,56.72,93.05
09-Oct-2023 10:17:08,37.96,100547,56.73,93.03
09-Oct-2023 10:17:12,37.98,100548,56.7,93.03
09-Oct-2023 10:17:15,37.98,100549,56.7,93.04
09-Oct-2023 10:17:19,37.99,100547,56.68,93.04
09-Oct-2023 10:17:22,38.01,100547,56.66,93.05
09-Oct-2023 10:17:25,38.04,100548,56.64,93.06
09-Oct-2023 10:17:29,38.05,100547,56.6,93.07
09-Oct-2023 10:17:32,38.07,100548,56.57,93.09
09-Oct-2023 10:17:39,38.37,100548,56.28,93.1
09-Oct-2023 10:17:43,38.18,100548,56.3,93.22
09-Oct-2023 10:17:46,38.15,100548,56.37,93.19
09-Oct-2023 10:17:49,38.15,100548,56.4,93.18
09-Oct-2023 10:17:53,38.16,100547,56.41,93.17
09-Oct-2023 10:17:56,38.18,100549,56.37,93.17
09-Oct-2023 10:18:00,38.17,100548,56.36,93.19
09-Oct-2023 10:18:03,38.17,100548,56.36,93.19
09-Oct-2023 10:18:06,38.18,100549,56.33,93.19
09-Oct-2023 10:18:10,38.18,100550,56.33,93.2
09-Oct-2023 10:18:17,38.47,100549,56.06,93.19
09-Oct-2023 10:18:20,38.28,100549,56.09,93.31
09-Oct-2023 10:18:24,38.24,100549,56.17,93.28
09-Oct-2023 10:18:27,38.24,100549,56.22,93.26
09-Oct-2023 10:18:30,38.24,100549,56.22,93.24
09-Oct-2023 10:18:34,38.23,100550,56.23,93.24
09-Oct-2023 10:18:37,38.23,100549,56.27,93.23
09-Oct-2023 10:18:41,38.23,100549,56.29,93.22
09-Oct-2023 10:18:44,38.24,100550,56.28,93.22
09-Oct-2023 10:18:48,38.25,100550,56.26,93.23
09-Oct-2023 10:18:55,38.54,100550,55.96,93.23
09-Oct-2023 10:18:58,38.33,100549,56,93.35
09-Oct-2023 10:19:01,38.28,100549,56.08,93.32
09-Oct-2023 10:19:05,38.26,100548,56.15,93.28
09-Oct-2023 10:19:08,38.25,100549,56.2,93.26
09-Oct-2023 10:19:12,38.25,100549,56.21,93.25
09-Oct-2023 10:19:15,38.24,100549,56.21,93.24
09-Oct-2023 10:19:18,38.24,100549,56.25,93.23
09-Oct-2023 10:19:22,38.24,100549,56.24,93.23
09-Oct-2023 10:19:25,38.24,100549,56.24,93.23
09-Oct-2023 10:19:32,38.55,100550,55.95,93.23
09-Oct-2023 10:19:36,38.36,100549,55.98,93.35
09-Oct-2023 10:19:39,38.31,100549,56.03,93.33
09-Oct-2023 10:19:42,38.31,100550,56.08,93.32
09-Oct-2023 10:19:46,38.31,100550,56.08,93.3
09-Oct-2023 10:19:49,38.3,100549,56.09,93.3
09-Oct-2023 10:19:53,38.31,100548,56.08,93.3
09-Oct-2023 10:19:56,38.32,100550,56.08,93.3
09-Oct-2023 10:19:59,38.32,100551,56.06,93.31
09-Oct-2023 10:20:03,38.34,100551,56.04,93.31
09-Oct-2023 10:20:10,38.63,100552,55.73,93.32
09-Oct-2023 10:20:13,38.42,100550,55.77,93.45
09-Oct-2023 10:20:17,38.38,100552,55.85,93.41
09-Oct-2023 10:20:20,38.37,100551,55.88,93.39
09-Oct-2023 10:20:24,38.37,100550,55.91,93.37
09-Oct-2023 10:20:27,38.38,100551,55.9,93.38
09-Oct-2023 10:20:30,38.38,100551,55.91,93.38
09-Oct-2023 10:20:34,38.38,100551,55.88,93.38
09-Oct-2023 10:20:37,38.37,100551,55.9,93.38
09-Oct-2023 10:20:41,38.38,100551,55.88,93.38
09-Oct-2023 10:20:48,38.68,100552,55.58,93.39
09-Oct-2023 10:20:51,38.47,100552,55.61,93.51
09-Oct-2023 10:20:54,38.42,100551,55.7,93.47
09-Oct-2023 10:20:58,38.41,100551,55.75,93.45
09-Oct-2023 10:21:01,38.41,100551,55.75,93.43
09-Oct-2023 10:21:05,38.4,100552,55.77,93.43
09-Oct-2023 10:21:08,38.4,100552,55.78,93.43
09-Oct-2023 10:21:11,38.4,100551,55.79,93.43
09-Oct-2023 10:21:15,38.39,100550,55.81,93.42
09-Oct-2023 10:21:18,38.39,100551,55.8,93.42
09-Oct-2023 10:21:25,38.7,100552,55.56,93.41
09-Oct-2023 10:21:29,38.51,100551,55.57,93.52
09-Oct-2023 10:21:32,38.47,100552,55.63,93.5
09-Oct-2023 10:21:36,38.45,100552,55.68,93.48
09-Oct-2023 10:21:39,38.44,100552,55.68,93.46
09-Oct-2023 10:21:42,38.43,100552,55.71,93.45
09-Oct-2023 10:21:46,38.43,100552,55.71,93.45
09-Oct-2023 10:21:49,38.42,100552,55.75,93.45
09-Oct-2023 10:21:53,38.42,100552,55.73,93.45
09-Oct-2023 10:21:56,38.42,100552,55.75,93.44
09-Oct-2023 10:22:03,38.72,100552,55.43,93.44
09-Oct-2023 10:22:06,38.52,100553,55.49,93.57
09-Oct-2023 10:22:10,38.48,100552,55.56,93.53
09-Oct-2023 10:22:13,38.48,100552,55.58,93.51
09-Oct-2023 10:22:17,38.47,100551,55.6,93.51
09-Oct-2023 10:22:20,38.46,100552,55.61,93.5
09-Oct-2023 10:22:23,38.46,100550,55.64,93.49
09-Oct-2023 10:22:27,38.46,100552,55.65,93.49
09-Oct-2023 10:22:30,38.46,100551,55.65,93.48
09-Oct-2023 10:22:34,38.47,100553,55.64,93.48
09-Oct-2023 10:22:41,38.76,100550,55.35,93.48
09-Oct-2023 10:22:44,38.56,100553,55.39,93.61
09-Oct-2023 10:22:48,38.53,100553,55.44,93.57
09-Oct-2023 10:22:51,38.52,100553,55.48,93.55
09-Oct-2023 10:22:54,38.52,100553,55.51,93.54
09-Oct-2023 10:22:58,38.52,100553,55.51,93.53
09-Oct-2023 10:23:01,38.52,100553,55.54,93.53
09-Oct-2023 10:23:05,38.52,100553,55.53,93.52
09-Oct-2023 10:23:08,38.53,100552,55.53,93.53
09-Oct-2023 10:23:11,38.54,100553,55.53,93.53
09-Oct-2023 10:23:18,38.84,100551,55.24,93.54
09-Oct-2023 10:23:22,38.63,100551,55.26,93.65
09-Oct-2023 10:23:25,38.58,100552,55.34,93.62
09-Oct-2023 10:23:29,38.56,100552,55.38,93.6
09-Oct-2023 10:23:32,38.55,100553,55.4,93.59
09-Oct-2023 10:23:35,38.55,100552,55.42,93.58
09-Oct-2023 10:23:39,38.55,100553,55.45,93.57
09-Oct-2023 10:23:42,38.55,100553,55.47,93.56
09-Oct-2023 10:23:46,38.56,100554,55.46,93.56
09-Oct-2023 10:23:49,38.56,100554,55.44,93.56
09-Oct-2023 10:23:56,38.86,100552,55.18,93.56
09-Oct-2023 10:24:00,38.66,100553,55.24,93.67
09-Oct-2023 10:24:03,38.62,100554,55.3,93.63
09-Oct-2023 10:24:06,38.6,100553,55.33,93.62
09-Oct-2023 10:24:10,38.59,100553,55.34,93.6
09-Oct-2023 10:24:13,38.58,100554,55.36,93.6
09-Oct-2023 10:24:17,38.57,100555,55.36,93.6
09-Oct-2023 10:24:20,38.56,100554,55.38,93.59
09-Oct-2023 10:24:23,38.56,100554,55.4,93.59
09-Oct-2023 10:24:27,38.56,100554,55.42,93.58
09-Oct-2023 10:24:34,38.86,100553,55.2,93.57
09-Oct-2023 10:24:37,38.66,100553,55.22,93.67
09-Oct-2023 10:24:41,38.62,100554,55.28,93.64
09-Oct-2023 10:24:44,38.6,100554,55.31,93.63
09-Oct-2023 10:24:47,38.59,100554,55.36,93.62
09-Oct-2023 10:24:51,38.58,100554,55.36,93.61
09-Oct-2023 10:24:54,38.59,100554,55.38,93.59
09-Oct-2023 10:24:58,38.59,100555,55.38,93.6
09-Oct-2023 10:25:01,38.58,100554,55.38,93.59
09-Oct-2023 10:25:04,38.58,100555,55.38,93.59
09-Oct-2023 10:25:12,38.88,100552,55.13,93.59
09-Oct-2023 10:25:15,38.68,100553,55.13,93.7
09-Oct-2023 10:25:18,38.64,100554,55.23,93.67
09-Oct-2023 10:25:22,38.62,100554,55.28,93.64
09-Oct-2023 10:25:25,38.61,100554,55.32,93.63
09-Oct-2023 10:25:29,38.61,100554,55.32,93.61
09-Oct-2023 10:25:32,38.61,100553,55.36,93.61
09-Oct-2023 10:25:35,38.61,100553,55.37,93.61
09-Oct-2023 10:25:39,38.61,100554,55.37,93.59
09-Oct-2023 10:25:42,38.61,100553,55.37,93.6
09-Oct-2023 10:25:49,38.9,100552,55.1,93.6
09-Oct-2023 10:25:53,38.7,100554,55.13,93.71
09-Oct-2023 10:25:56,38.66,100553,55.2,93.68
09-Oct-2023 10:25:59,38.65,100553,55.25,93.66
09-Oct-2023 10:26:03,38.64,100553,55.28,93.64
09-Oct-2023 10:26:06,38.64,100555,55.28,93.63
09-Oct-2023 10:26:10,38.63,100554,55.3,93.63
09-Oct-2023 10:26:13,38.63,100553,55.3,93.62
09-Oct-2023 10:26:16,38.63,100553,55.32,93.62
09-Oct-2023 10:26:20,38.63,100552,55.33,93.62
09-Oct-2023 10:26:27,38.93,100552,55.03,93.62
09-Oct-2023 10:26:30,38.75,100551,55.04,93.74
09-Oct-2023 10:26:34,38.7,100552,55.11,93.72
09-Oct-2023 10:26:37,38.68,100552,55.15,93.7
09-Oct-2023 10:26:41,38.67,100551,55.16,93.68
09-Oct-2023 10:26:44,38.67,100551,55.18,93.68
09-Oct-2023 10:26:47,38.66,100552,55.2,93.67
09-Oct-2023 10:26:51,38.65,100551,55.22,93.67
09-Oct-2023 10:26:54,38.65,100553,55.26,93.65
09-Oct-2023 10:26:58,38.66,100552,55.24,93.65
09-Oct-2023 10:27:05,38.95,100551,54.96,93.65
09-Oct-2023 10:27:08,38.76,100552,55.02,93.76
09-Oct-2023 10:27:11,38.71,100551,55.07,93.73
09-Oct-2023 10:27:15,38.69,100552,55.12,93.71
09-Oct-2023 10:27:18,38.67,100551,55.16,93.69
09-Oct-2023 10:27:22,38.67,100550,55.19,93.68
09-Oct-2023 10:27:25,38.67,100550,55.23,93.68
09-Oct-2023 10:27:28,38.68,100551,55.2,93.66
09-Oct-2023 10:27:32,38.67,100552,55.21,93.67
09-Oct-2023 10:27:35,38.67,100550,55.23,93.67
09-Oct-2023 10:27:42,38.96,100550,54.94,93.66
09-Oct-2023 10:27:46,38.76,100551,54.97,93.78
09-Oct-2023 10:27:49,38.7,100550,55.05,93.75
09-Oct-2023 10:27:52,38.67,100551,55.11,93.72
09-Oct-2023 10:27:56,38.66,100551,55.14,93.7
09-Oct-2023 10:27:59,38.66,100551,55.16,93.68
09-Oct-2023 10:28:03,38.66,100551,55.18,93.68
09-Oct-2023 10:28:06,38.66,100550,55.16,93.68
09-Oct-2023 10:28:10,38.66,100551,55.17,93.68
09-Oct-2023 10:28:13,38.66,100552,55.17,93.68
09-Oct-2023 10:28:20,38.94,100551,54.93,93.68
09-Oct-2023 10:28:23,38.74,100551,54.98,93.79
09-Oct-2023 10:28:27,38.69,100550,55.03,93.75
09-Oct-2023 10:28:30,38.68,100550,55.06,93.73
09-Oct-2023 10:28:34,38.68,100551,55.08,93.71
09-Oct-2023 10:28:37,38.68,100551,55.09,93.71
09-Oct-2023 10:28:40,38.68,100550,55.1,93.71
09-Oct-2023 10:28:44,38.69,100550,55.13,93.7
09-Oct-2023 10:28:47,38.69,100550,55.14,93.7
09-Oct-2023 10:28:51,38.7,100550,55.13,93.7
09-Oct-2023 10:28:58,39.01,100550,54.84,93.7
09-Oct-2023 10:29:01,38.82,100550,54.85,93.83
09-Oct-2023 10:29:04,38.78,100550,54.93,93.8
09-Oct-2023 10:29:08,38.77,100549,54.97,93.77
09-Oct-2023 10:29:11,38.76,100551,55,93.75
09-Oct-2023 10:29:15,38.74,100549,55.03,93.73
09-Oct-2023 10:29:18,38.74,100551,55.06,93.73
09-Oct-2023 10:29:21,38.73,100551,55.06,93.72
09-Oct-2023 10:29:25,38.73,100550,55.07,93.72
09-Oct-2023 10:29:28,38.72,100550,55.06,93.72
09-Oct-2023 10:29:35,39,100549,54.78,93.72
09-Oct-2023 10:29:39,38.8,100550,54.84,93.84
09-Oct-2023 10:29:42,38.76,100550,54.93,93.8
09-Oct-2023 10:29:46,38.75,100549,54.96,93.78
09-Oct-2023 10:29:49,38.76,100550,54.96,93.77
09-Oct-2023 10:29:52,38.75,100550,54.97,93.76
09-Oct-2023 10:29:56,38.75,100549,54.98,93.76
09-Oct-2023 10:29:59,38.74,100550,55,93.75
09-Oct-2023 10:30:03,38.74,100549,55.01,93.75
09-Oct-2023 10:30:06,38.76,100549,55,93.75
09-Oct-2023 10:30:13,39.08,100551,54.71,93.75
09-Oct-2023 10:30:16,38.89,100550,54.73,93.88
09-Oct-2023 10:30:20,38.85,100549,54.78,93.85
09-Oct-2023 10:30:23,38.83,100549,54.81,93.84
09-Oct-2023 10:30:27,38.81,100548,54.83,93.82
09-Oct-2023 10:30:30,38.79,100549,54.86,93.82
09-Oct-2023 10:30:33,38.78,100549,54.88,93.81
09-Oct-2023 10:30:37,38.78,100549,54.89,93.8
09-Oct-2023 10:30:40,38.77,100551,54.9,93.8
09-Oct-2023 10:30:44,38.76,100550,54.91,93.8
09-Oct-2023 10:30:51,39.06,100550,54.65,93.79
09-Oct-2023 10:30:54,38.88,100548,54.69,93.9
09-Oct-2023 10:30:58,38.84,100548,54.75,93.87
09-Oct-2023 10:31:01,38.82,100549,54.79,93.85
09-Oct-2023 10:31:04,38.82,100549,54.82,93.84
09-Oct-2023 10:31:08,38.81,100548,54.84,93.82
09-Oct-2023 10:31:11,38.81,100550,54.84,93.82
09-Oct-2023 10:31:15,38.82,100550,54.84,93.81
09-Oct-2023 10:31:18,38.82,100549,54.85,93.82
09-Oct-2023 10:31:21,38.83,100549,54.86,93.81
09-Oct-2023 10:31:28,39.15,100550,54.55,93.82
09-Oct-2023 10:31:32,38.96,100549,54.57,93.95
09-Oct-2023 10:31:35,38.91,100550,54.64,93.92
09-Oct-2023 10:31:39,38.9,100550,54.68,93.89
09-Oct-2023 10:31:42,38.89,100548,54.7,93.88
09-Oct-2023 10:31:45,38.87,100549,54.72,93.87
09-Oct-2023 10:31:49,38.85,100552,54.76,93.87
09-Oct-2023 10:31:52,38.84,100550,54.76,93.85
09-Oct-2023 10:31:56,38.84,100549,54.79,93.84
09-Oct-2023 10:31:59,38.83,100550,54.82,93.83
09-Oct-2023 10:32:06,39.11,100550,54.59,93.82
